annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,language,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist
1,/songs/4544687,Vampire Weekend,I Don't Think Much About Her No More by Vampire Weekend,https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.300x300x1.png,https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.1000x1000x1.png,4544687,en,1671434,complete,/Vampire-weekend-i-dont-think-much-about-her-no-more-lyrics,,https://genius.com/Vampire-weekend-i-dont-think-much-about-her-no-more-sample,"{'year': 2019, 'month': 5, 'day': 15}","May 15, 2019","May. 15, 2019",https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.300x300x1.png,https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 5875}",I Don’t Think Much About Her No More,I Don't Think Much About Her No More,https://genius.com/Vampire-weekend-i-dont-think-much-about-her-no-more-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","I Don’t Think Much About Her No More Lyrics I don't think much about her no more Seldom if ever does she cross my mind Yesterday's gone, Lord, it's better forgotten Like the poison red berries to die on the vine (Ooh, ooh-ooh-ooh, ooh-ooh)  This mornin' at dawn, Lord, I pulled into town Had some coffee and talked with some old friends of mine Laughing at the good times they remembered And then I remembered a time Lord, I can see the bright lights back in Dallas As yesterday moves like a dream through my mind I didn't suppose that I'd ever forget her And you know it took such a long time  But I don't think much about her no more Seldom if ever does she cross my mind Yesterday's gone and it's better forgotten It's like a poison red berry that clings to the mindYou might also likeEmbed"
1,/songs/4201599,Vampire Weekend,I'm Going Down by Vampire Weekend,https://images.genius.com/fddb945a10cd2dd93d50b63f4c201971.300x300x1.jpg,https://images.genius.com/fddb945a10cd2dd93d50b63f4c201971.499x499x1.jpg,4201599,en,2892332,complete,/Vampire-weekend-im-going-down-lyrics,,https://genius.com/Vampire-weekend-im-going-down-sample,"{'year': 2019, 'month': 6, 'day': 26}","June 26, 2019","Jun. 26, 2019",https://images.genius.com/fddb945a10cd2dd93d50b63f4c201971.300x300x1.jpg,https://images.genius.com/fddb945a10cd2dd93d50b63f4c201971.499x499x1.jpg,"{'unreviewed_annotations': 1, 'hot': False}",I’m Going Down,I'm Going Down,https://genius.com/Vampire-weekend-im-going-down-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","I’m Going Down Lyrics We sit in the car Outside your house I can feel the heat comin' round I go to put my arm around you and you Give me a look like I'm way out of bounds Well you let out one of your bored sighs and Lately when I look into your eyes  I'm going down, down, down, down I'm going down, down, down, down We get dressed up And we go Out - baby for the night We come home early burning - Burning for some fire fight I'm sick and tired of you setting me up, yeah Setting me up just to knock, knock, knocking me down  Down, down, down I'm going down, down, down, down I'm going down, down, down, down I'm going down, down, down, down  I pull you close, but when we Kiss - I can feel a doubt I remember back when we started My kisses used to turn you inside out I used to drive you to work in the morning Friday night I'd drive you all around You used to love to drive me wild but Lately girl you get your kicks from just driving me You might also like Down, down, down, down I'm going down, down, down, down I'm going down, down, down, down I'm going down, down, down, down I'm going down, down, down, down  Oh, darling I'm going down I'm going down, down, down, down I'm going down, down, down, downEmbed"
2,/songs/53588,Vampire Weekend,I Stand Corrected by Vampire Weekend,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.300x300x1.jpg,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.1000x1000x1.jpg,53588,en,12,complete,/Vampire-weekend-i-stand-corrected-lyrics,5.0,https://genius.com/Vampire-weekend-i-stand-corrected-sample,"{'year': 2008, 'month': 1, 'day': 29}","January 29, 2008","Jan. 29, 2008",https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.300x300x1.jpg,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 22611}",I Stand Corrected,I Stand Corrected,https://genius.com/Vampire-weekend-i-stand-corrected-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","I Stand Corrected Lyrics You've been checking on my facts And I admit I have been lax In double-screening what I say It wasn't funny anyway  I stand corrected I stand corrected  No one cares when you are wrong But I've been at this far too long To act like that when we should be In perfect harmony I stand corrected I, oh, I stand corrected  Lord knows I haven't tried, I'll take my stand One last time Forget the protocol, I'll take your hand Right in mine  I stand corrected I, oh, I stand correctedYou might also like5Embed"
0,/songs/7296699,Vampire Weekend,I Stand Corrected (Daytrotter Session) by Vampire Weekend,https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.300x300x1.jpg,https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.320x320x1.jpg,7296699,en,6110965,complete,/Vampire-weekend-i-stand-corrected-daytrotter-session-lyrics,,https://genius.com/Vampire-weekend-i-stand-corrected-daytrotter-session-sample,"{'year': 2007, 'month': 10, 'day': 22}","October 22, 2007","Oct. 22, 2007",https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.300x300x1.jpg,https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.320x320x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",I Stand Corrected (Daytrotter Session),I Stand Corrected (Daytrotter Session),https://genius.com/Vampire-weekend-i-stand-corrected-daytrotter-session-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","I Stand Corrected (Daytrotter Session) Lyrics You've been checking on my facts And I admit I have been lax In double-screening what I say It wasn't funny anyway  I stand Corrected I stand Corrected No one cares when you are wrong But I've been at this far too long To act like that when we should be In perfect harmony  I stand Corrected I, oh, I stand Corrected  Lord knows I haven't tried, I'll take my stand One last time Forget the protocol, I'll take your hand Right in mine  I stand Corrected I, oh, I stand CorrectedYou might also likeEmbed"
20,/songs/53611,Vampire Weekend,I Think Ur a Contra by Vampire Weekend,https://images.genius.com/da1bfc9ea7066acd05856382b1cfc4ee.300x300x1.jpg,https://images.genius.com/da1bfc9ea7066acd05856382b1cfc4ee.1000x1000x1.jpg,53611,en,12,complete,/Vampire-weekend-i-think-ur-a-contra-lyrics,10.0,https://genius.com/Vampire-weekend-i-think-ur-a-contra-sample,"{'year': 2010, 'month': 1, 'day': 11}","January 11, 2010","Jan. 11, 2010",https://images.genius.com/da1bfc9ea7066acd05856382b1cfc4ee.300x300x1.jpg,https://images.genius.com/da1bfc9ea7066acd05856382b1cfc4ee.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 106352}",I Think Ur a Contra,I Think Ur a Contra,https://genius.com/Vampire-weekend-i-think-ur-a-contra-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","I Think Ur a Contra Lyrics I had a feeling once That you and I Could tell each other everything For two months But even with our oath With truth on our side When you turn away from me It's not right  I think you're a contra I think you're a contra I think you're a contra I think you're a contra My revolution thoughts Your little arrows of desire I want to trace them to the source And the wire But it's not useful now Since we've both made up our minds You're going to watch out for yourself And so will I  I think you're a contra And I think that you've lied Don't call me a contra 'Til you've tried  You wanted good schools and friends with pools You're not a contra You wanted rock and roll, complete control Well, I don't know  Never pick sides Never choose between two Well, I just wanted you I just wanted you You said, ""Never pick sides Never choose between two"" Well, I just wanted you I just wanted you You might also like I think you're a contra And I think that you've lied Don't call me a contra 'Til you've tried10Embed"
15,/songs/4435317,Vampire Weekend,"Jerusalem, New York, Berlin by Vampire Weekend",https://images.genius.com/5f9a6674593806ac72677141c0e66330.300x300x1.png,https://images.genius.com/5f9a6674593806ac72677141c0e66330.1000x1000x1.png,4435317,en,1495791,complete,/Vampire-weekend-jerusalem-new-york-berlin-lyrics,5.0,https://genius.com/Vampire-weekend-jerusalem-new-york-berlin-sample,"{'year': 2019, 'month': 5, 'day': 3}","May 3, 2019","May. 3, 2019",https://images.genius.com/5f9a6674593806ac72677141c0e66330.300x300x1.png,https://images.genius.com/5f9a6674593806ac72677141c0e66330.1000x1000x1.png,"{'unreviewed_annotations': 2, 'hot': False, 'pageviews': 62236}","Jerusalem, New York, Berlin","Jerusalem, New York, Berlin",https://genius.com/Vampire-weekend-jerusalem-new-york-berlin-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Jerusalem, New York, Berlin Lyrics I know I loved you then I think I love you still But this prophecy of ours Has come back dressed to kill Three stones on a mountain Three small holes in a field You've given me the big dream But you can't make it real  O, wicked world Just think what could have been Jerusalem, New York, Berlin All I do is lose, but baby All I want's to win Jerusalem, New York, Berlin A hundred years or more It feels like such a dream An endless conversation Since 1917 Now the battery is too hot It's burning up in its tray Young marriages are melting And dying where they lay  O, wicked world Just think what could have been Jerusalem, New York, Berlin All I do is lose but baby All I want's to win Jerusalem, New York, Berlin  Our tongues will fall so still Our teeth will all decay A minute feels much longer With nothing left to say So let them win the battle But don't let them restart That genocidal feeling That beats in every heart You might also like O, wicked world Just think what could have been Jerusalem, New York, Berlin All I do is lose but baby All I want's to win Jerusalem, New York, Berlin5Embed"
0,/songs/4545992,Vampire Weekend,Jokerman by Vampire Weekend,https://images.genius.com/11aa552a22db678674a92e03df110e6e.300x300x1.jpg,https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg,4545992,en,3264970,complete,/Vampire-weekend-jokerman-lyrics,,https://genius.com/Vampire-weekend-jokerman-sample,,,,https://images.genius.com/11aa552a22db678674a92e03df110e6e.300x300x1.jpg,https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Jokerman,Jokerman,https://genius.com/Vampire-weekend-jokerman-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Jokerman Lyrics Standing on the waters casting your bread While the eyes of the idol with the iron head are glowing Distant ships sailing into the mist You were born with a snake in both of your fists while a hurricane was blowing Freedom just around the corner for you But with the truth so far off, what good will it do?  Jokerman dance to the nightingale tune Bird fly high by the light of the moon Oh, oh, oh, Jokerman So swiftly the sun sets in the sky You rise up and say goodbye to no one Fools rush in where angels fear to tread Both of their futures, so full of dread, you don't show one Shedding off one more layer of skin Keeping one step ahead of the persecutor within  Jokerman dance to the nightingale tune Bird fly high by the light of the moon Oh, oh, oh, Jokerman  You’re a man of the mountains, you can walk on the clouds Manipulator of crowds, you're a dream twister You're going to Sodom and Gomorrah But what do you care? Ain’t nobody there would want to marry your sister Friend to the martyr, a friend to the woman of shame You look into the fiery furnace, see the rich man without any name  Jokerman dance to the nightingale tune Bird fly high by the light of the moon Oh, oh, oh, Jokerman You might also like Well, the Book of Leviticus and Deuteronomy The law of the jungle and the sea are your only teachers In the smoke of the twilight on a milk-white steed Michelangelo indeed could've carved out your features Resting in the fields, far from the turbulent space Half asleep near the stars with a small dog licking your face  Jokerman dance to the nightingale tune Bird fly high by the light of the moon Oh, oh, oh, Jokerman  Well, the rifleman's stalking the sick and the lame Preacherman seeks the same, who'll get there first is uncertain Nightsticks and water cannons, tear gas, padlocks Molotov cocktails and rocks behind every curtain False-hearted judges dying in the webs that they spin Only a matter of time till night comes stepping in  Jokerman dance to the nightingale tune Bird fly high by the light of the moon Oh, oh, oh, Jokerman It's a shadowy world, skies are slippery grey A woman just gave birth to a prince today and dressed him in scarlet He'll put the priest in his pocket, put the blade to the heat Take the motherless children off the street And place them at the feet of a harlot Oh, Jokerman, you know what he wants Oh, Jokerman, you don't show any response  Jokerman dance to the nightingale tune Bird fly high by the light of the moon Oh, oh, oh, JokermanEmbed"
2,/songs/53609,Vampire Weekend,Jonathan Low by Vampire Weekend,https://images.genius.com/2093c60ec36342e053f70c1f2ff891b6.300x300x1.jpg,https://images.genius.com/2093c60ec36342e053f70c1f2ff891b6.1000x1000x1.jpg,53609,en,12,complete,/Vampire-weekend-jonathan-low-lyrics,1.0,https://genius.com/Vampire-weekend-jonathan-low-sample,"{'year': 2010, 'month': 6, 'day': 8}","June 8, 2010","Jun. 8, 2010",https://images.genius.com/49b41834bf336c19e7744579a09bd810.300x300x1.jpg,https://images.genius.com/49b41834bf336c19e7744579a09bd810.1000x1000x1.jpg,"{'unreviewed_annotations': 2, 'hot': False, 'pageviews': 8762}",Jonathan Low,Jonathan Low,https://genius.com/Vampire-weekend-jonathan-low-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Jonathan Low Lyrics Last born of the clan, first one to be free Lived inside a house beneath the hanging tree Londonderry nights that chilled him to the bone Words were cried at night in unforgiving tones  Blood of his men was gone beneath snow He picked up his knife and his bow Killer of Jonathan Low Violence from without and anger from within Crawling through the fields, informing next of kin They all turned their backs, but they all knew his name And if he could return, they'd probably do the same  Blood of his friends was gone beneath snow For all that I know, he died Killer of Jonathan Low   The blood of his friends was gone beneath snow For all that I know, he died Killer of Jonathan LowYou might also like1Embed"
14,/songs/53599,Vampire Weekend,Ladies of Cambridge by Vampire Weekend,https://images.genius.com/086bcb10f059f9eaba53b9037c1e3df6.300x300x1.jpg,https://images.genius.com/086bcb10f059f9eaba53b9037c1e3df6.500x500x1.jpg,53599,en,12,complete,/Vampire-weekend-ladies-of-cambridge-lyrics,1.0,https://genius.com/Vampire-weekend-ladies-of-cambridge-sample,"{'year': 2007, 'month': 10, 'day': 23}","October 23, 2007","Oct. 23, 2007",https://images.genius.com/086bcb10f059f9eaba53b9037c1e3df6.300x300x1.jpg,https://images.genius.com/086bcb10f059f9eaba53b9037c1e3df6.500x500x1.jpg,"{'unreviewed_annotations': 3, 'hot': False, 'pageviews': 22245}",Ladies of Cambridge,Ladies of Cambridge,https://genius.com/Vampire-weekend-ladies-of-cambridge-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Ladies of Cambridge Lyrics Chestnut vibes on a Saturday night Mystical boys feelin' alright Raggedy wisdom falls from my hands The ladies of Cambridge know who I am  I've had dreams of Boston all of my life Chinatown between the sound of the night But if you leave I just don't think I could take it Take it, take it, take it Graveyard bricks will fall into style Lady as Pharaoh, Charles as the Nile That's a museum, price you could pay Stones of your fathers stand there today  I've had dreams of Boston all of my life Chinatown between the sound of the night But if you leave I just don't think I could take it Take it, take it, take it   I've had dreams of Boston all of my life Chinatown between the sound of the night  'Cause when you left my room to go to the kitchen I imagined that you were dead A morbid streak runs through the whole of my family But for you, I could put it to rest  But if you leave I just don't think I could take it Take it, take it, takeYou might also like1Embed"
1,/songs/4544688,Vampire Weekend (Ft. Jude Law),Lord Ullin's Daughter by Vampire Weekend (Ft. Jude Law),https://images.genius.com/f3b5bb35fd4bc3617cd8a33031b8762d.300x300x1.jpg,https://images.genius.com/f3b5bb35fd4bc3617cd8a33031b8762d.1000x1000x1.jpg,4544688,en,4446837,complete,/Vampire-weekend-lord-ullins-daughter-lyrics,1.0,https://genius.com/Vampire-weekend-lord-ullins-daughter-sample,"{'year': 2019, 'month': 5, 'day': 15}","May 15, 2019","May. 15, 2019",https://images.genius.com/f3b5bb35fd4bc3617cd8a33031b8762d.300x300x1.jpg,https://images.genius.com/f3b5bb35fd4bc3617cd8a33031b8762d.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 6485}",Lord Ullin’s Daughter,Lord Ullin's Daughter (Ft. Jude Law),https://genius.com/Vampire-weekend-lord-ullins-daughter-lyrics,"[{'api_path': '/artists/1367759', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1678135097', 'id': 1367759, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1678135097', 'is_meme_verified': False, 'is_verified': False, 'name': 'Jude Law', 'url': 'https://genius.com/artists/Jude-law'}]","{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Lord Ullin’s Daughter Lyrics A chieftain to the Highlands bound Cries, ""Boatman, do not tarry And I'll give thee a silver pound To row us o’er the ferry"" ""Now who be ye would cross Lochgyle This dark and stormy water?"" ""O, I'm the chief of Ulva's isle And this, Lord Ullin’s daughter."" And fast before her father's men Three days we've fled together For should he find us in the glen My blood would stain the heather His horsemen, hard behind us ride Should they our steps discover Then who will cheer my bonny bride When they have slain her lover? Out spoke the hardy Highland wight ""I'll go, my chief, I'm ready"" It is not for your silver bright But for your winsome lady ""And by my word, the bonny bird In danger shall not tarry So though the waves are raging white I'll row you o'er the ferry"" By this the storm grew loud apace The water-wraith was shrieking And in the scowl of heaven, each face Grew dark as they were speaking But still, as wild blew the wind And as the night grew drearer Adown the glen rode armed men Their trampling sounded nearer You might also like""O haste thee, haste!"" the lady cries ""Though tempests round us gather I'll meet the raging of the skies And not an angry father"" The boat has left a stormy land A stormy sea before her When, oh! Too strong for human hand The tempest gathered o’er her And still they rowed amidst the roar Of waters fast prevailing Lord Ullin reached that fatal shore His wrath was changed to wailing For sore dismayed, through storm and shade His child, he did discover One lovely hand she stretched for aid And one was round her lover ""Come back! Come back!"" he cried in grief ""Across this stormy water And I’ll forgive your Highland chief My daughter! Oh, my daughter!"" 'Twas vain, the loud waves lash’d the shore Return or aid preventing The waters wild went o'er his child And he was left lamenting1Embed"
14,/songs/53603,Vampire Weekend,M79 by Vampire Weekend,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.300x300x1.jpg,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.1000x1000x1.jpg,53603,en,12,complete,/Vampire-weekend-m79-lyrics,7.0,https://genius.com/Vampire-weekend-m79-sample,"{'year': 2008, 'month': 1, 'day': 29}","January 29, 2008","Jan. 29, 2008",https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.300x300x1.jpg,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 70677}",M79,M79,https://genius.com/Vampire-weekend-m79-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","M79 Lyrics It's gonna take a little time while you're waiting like a factory line I'll ride across the park, backseat on the 79 Wasted days, you've come to pass So go, I know you would not stay It wasn't true, but anyway Pollination yellow cab  Ohh, ohh You walk up the stairs, see the French kids by the door Up one more flight, see the Buddha on the second floor Coronation rickshaw grab So go, I know you would not stay It wasn't true, but anyway Racist dreams you should not have  Ohh, ohh  No excuse to be so callous Dress yourself in bleeding madras Charm your way across the Khyber Pass Stay awake to break the habit Sing in praise of Jackson Crowter Watch your step along the arch of   No excuse to be so callous Dress yourself in bleeding madras Charm your way across the Khyber Pass Stay awake to break the habit Sing in praise of Jackson Crowter Watch your step along the arch of glassYou might also like7Embed"
0,/songs/7296700,Vampire Weekend,M 79 (Daytrotter Session) by Vampire Weekend,https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.300x300x1.jpg,https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.320x320x1.jpg,7296700,en,6110965,complete,/Vampire-weekend-m-79-daytrotter-session-lyrics,,https://genius.com/Vampire-weekend-m-79-daytrotter-session-sample,"{'year': 2007, 'month': 10, 'day': 22}","October 22, 2007","Oct. 22, 2007",https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.300x300x1.jpg,https://images.genius.com/188b237039ed8e9115349f8713b6b3eb.320x320x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",M 79 (Daytrotter Session),M 79 (Daytrotter Session),https://genius.com/Vampire-weekend-m-79-daytrotter-session-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","M 79 (Daytrotter Session) Lyrics Gonna take a little time while you're waiting in the factory line I'll ride across the park, backseat on the 79 Wasted days, you've come to have  So go, I know you would not stay It wasn't true, but anyway Racist dreams you've come to have  Ohh, ohh You run up the stairs, see the French kid by the door Up one more flight, see the Buddha on the second floor Wasted days you've come to pass  So go, I know you would not stay It wasn't true, but anyway Racist dreams you should not have  Ohh, ohh  No excuse to be so callous Dress yourself in bleeding madras Charm your way across the Khyber Pass Stay awakе to break the habit Sing in praise of Jackson Crowtеr Watch your step along the arch of  Ohh, ohh  No excuse to be so callous Dress yourself in bleeding madras Charm your way across the Khyber Pass Stay awake to break the habit Sing in praise of Jackson Crowter Watch your step along the arch of glassYou might also likeEmbed"
6,/songs/53602,Vampire Weekend,Mansard Roof by Vampire Weekend,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.300x300x1.jpg,https://images.genius.com/ef31622e93d6cf91e2660d470f7e416f.1000x1000x1.jpg,53602,en,12,complete,/Vampire-weekend-mansard-roof-lyrics,13.0,https://genius.com/Vampire-weekend-mansard-roof-sample,"{'year': 2007, 'month': 10, 'day': 23}","October 23, 2007","Oct. 23, 2007",https://images.genius.com/0ddddbea2cb6ab9dedb5d3371de483a9.300x296x1.jpg,https://images.genius.com/0ddddbea2cb6ab9dedb5d3371de483a9.608x600x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 57459}",Mansard Roof,Mansard Roof,https://genius.com/Vampire-weekend-mansard-roof-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Mansard Roof Lyrics I see a mansard roof through the trees I see a salty message written in the eaves The ground beneath my feet, the hot garbage and concrete And now the tops of buildings, I can see them too  I see a mansard roof through the trees I see a salty message written in the eaves The ground beneath my feet, the hot garbage and concrete And now the tops of buildings, I can see them too The Argentines collapse in defeat The admiralty surveys the remnants of the fleet The ground beneath their feet is a nautically mapped sheet As thin as paper while it slips away from viewYou might also like13Embed"
