title,tag,artist,year,image,views,lyrics,id
Makeitworse,rap,​lungskull,2021,https://images.genius.com/5765991abcdb50638948c254dbc25f42.170x170x1.jpg,79,"[Intro]\n\nBitch\nI know that hurt\nI can make it feel good or i can make it worse\nIf you wanna be rude i'll put you in a curse\nDon't put me in a bad mood i wanna leave this earth\n[Verse/Chorus]\n\nI know that you hurt (x3)\nI know that you hurt\nI can make it feel good or i can make it worse\nIf you wanna be rude i'll put you in a curse\nDon't put me in a bad mood i wanna leave this earth(2x)\n\nShe said slur what's the moves\nDo you really love me like the way i love you\nI just really want the truth (x4)\nI'm not falling for your ruse\nI'm not falling for the bullshit\nLike i used to\nCut that bullshit\nCut that hoe shit\nI got money\nAnd you's a broke bitch\nI know that you hurt\nI can make it feel good or i can make it worse\nIf you wanna be rude i'll put you in a curse\nDon't put me in a bad mood i wanna leave this earth\n[Outro]\n\nYuh, yuh",7916222
​cage girl demo,rock,​Jane Remover,2022,https://images.genius.com/b27928f459798f9b87ba07503d06cd65.500x500x1.jpg,661,"I bite down and bite hard\nWake up at the crack of dawn\nDon't notice, must've beat it over your head\nChew me up, spit me out before you can swallow\nI peel my eyes open, everyone knows\nAnd nobody cares\nI know it's you, cause I know how it feels\nWhen your hands' in my hair\nI peel my eyes open, everyone knows\nAnd nobody cares\nI'm all dolled up for you, I'm not stupid\nIf you're not the hawk, like you said\nSay it again... just for me\nAnd it always ends the same, I'm in your mouth again\nI'll ride your coattails if I can't reach the rest of you\nI know it's you, causе I know how it feels\nWhen your hands' in my hair\nI peel my eyes opеn, everyone knows\nAnd nobody cares\nChew me up, spit me out before you can swallow\nI peel my eyes open, everyone knows\nAnd nobody cares",7916277
Big Bouff,rap,Bouff,2022,https://images.genius.com/ed787344a3c9c3c27c507fb3fff50b48.1000x1000x1.png,53,"Yo fam, Im really out here, listening to my music\nAnd your tracc comes on like you know\n""Risk it risk it baby I wanna risk it""\n(Huh, I hear you niggas wanted some drill shit, aight its cool)\nWhen are we gonna get some new music bro?\n\nListen, first things first man came bacc with fire\nIm bacc on the throne like Messiah\nBouff came bacc you would think he never left\nBacc with the flows like the waters from the west\nDem wan know why man charge 5 bags for the show\nLike tell me why you charge 2 bags for the flow\nJust give me couple months 'fore I drop my EP\nYou see the reason why these niggas ain’t fucking with me\n\nWho you think you are? Im Big Bouff my Nigga\nI been juggling the acting and the rap my Nigga\nI put the west on the map with my flows my Jigga\nI put my trust in G.O.D and this Nina Nigga\nI took a break for 7 months Im still shinin' Nigga\nDropped my debut EP, made the billboard Nigga\nEven if he drops his album today, he will probably still be uh charting nigga (That's a fact)\nI heard that nigga’s hustling for like 10 years straight\nNothing to show for it, now thats a big disgrace\nNow why you dissing these niggas?\nI tell them no reason, this my season\nTell me who badda than me? Blasphemy\nI got a couple niggas posted who gon blast for me\nNow be careful with your words, dont commit no treason\nNiggas steady cappin, buying likes for gram\nHost a show lets see if more than 2 people come by (Bitch)\n\nDem wan know why man charge 5 bags for the show\nLike tell me why you charge 2 bags for the flow\nJust give me couple months 'fore I drop my EP\nYou see the reason why these niggas ain't fucking with me\n(Bouff on da beat again)\nBitch, turn this shit off",7916289
Blitz V2,rap,SoFaygo,2022,https://images.genius.com/a163898b7a631201a30813dd51b8c537.1000x1000x1.png,6375,"[Intro]\nOkay\n\n[Pre-Chorus]\nEverything I got in this side, it was a risk\nNah, I don't think I regret anything I did, huh-oh\nI don't miss\nWhat the fuck would I be if I wasn't this?\nSo much Chanelly bags, it don't make no sense\nAnd it get scary that I wanna feel that blitz (Come on, yeah)\n[Chorus]\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\n\n[Verse 1]\nWe movin' efficient\nAsk me how I'm doin', I'll tell you, ""Magnificent"" (Magnificent, bitch)\nYeah, I already know what the business is\nSo why, so why do these niggas be trippin'?\nI was just havin' fun, then I made this shit a livin'\nTry to be big dog, man, these niggas is children\nYeah, GOSTAR kick shit off, this the beginning (Yeah)\nAyy, and I told them to suck my dick 'fore I'm havin' no feelings (Yeah)\nNo, I will not lie, yeah, I'ma tell you how it is (Yeah)\nI'ma tell you how fake these lil' niggas be, anxiety holdin' me\nRidin', don't know where I'm goin', I'm tryna make somethin' out of me\nI'm comin' like the sun with the heat\nYeah, I been cookin' like my bro with the beats\nYeah, they don't wanna see a nigga succeed\nI feel like everybody turnin' on me (Me)\n[Pre-Chorus]\n(Okay)\nEverything I got in this side, it was a risk\nNah, I don't think I regret anything I did, huh-oh\nI don't miss\nWhat the fuck would I be if I wasn't this?\nSo much Chanelly bags, it don't make no sense\nAnd it get scary that I wanna feel that blitz (Come on, yeah)\n\n[Chorus]\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\n\n[Verse 2]\nWe movin' efficient (Hey)\nWhy do these hoes be all up in they feelings?\nI'm not with the gimmicks\nI'm laidback, I'm chillin'\nSo much money on a nigga, you would think a nigga dealin'\nI just jumped off the ceiling, in the bank, got me spinnin' (Damn)\nBitch, I kill 'em, I'm a menace\nNo hoes, I been endless, life's getting real expensive\nLights all in my face, fuck is he?\nI'm lil' Faygo, I'm the beast\nAnd they know I got the key\nFuck y'all, I been doin' me, yeah, yeah (Slatt, wait a minute, talk to me)\nI'm travellin' past the seas\nWorkin', tryna get it in with my team\nYeah, everything I'm doin' cost a fee, yee, shoppin' a leesh\nYeah, lil' shawty say that I'm fly as a bitch, and then I tell her, ""That's me"" (Yeah)\nI'ma just run it up, run it up 'till I got blisters all over my feet (Shit)\nI just be turnin' up, turnin' up (Ah, shit), I might just turn up the heat\n[Pre-Chorus]\nEverything I got in this side, it was a risk\nNah, I don't think I regret anything I did, huh-oh\nI don't miss\nWhat the fuck would I be if I wasn't this?\nSo much Chanelly bags, it don't make no sense\nAnd it get scary that I wanna feel that blitz (Come on, yeah)\n\n[Chorus]\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, blitz, yeah\nMm-mm, come on, yeah-yeah\n\n[Outro]\nWe movin' efficient\nAsk me how I'm doing, I'll tell you, ""Magnificent""\nYeah, I already know what the business is\nSo why, so why do these niggas be trippin'? (Haha)",7916314
Im Depressed,rap,Kurama SD,2022,https://images.genius.com/6decda48a593d708ce9df09fca4cdce4.164x164x1.jpg,99,"[Chorus]\nLet's waste the day away\nYou hear me when i say i never knew the feeling of being loved by you\nSo wait, i know its getting late, now i can't concentrate\nYour touch it takes my breath so away so stay\n\n[Verse 1: Kurama SD]\nFeeling fake again\nCause of the way I blend in\nSpendin too much time in the gutter\nFeelin too much fear I shudder\nI rot away like the rest\nMy cot is almost always a mess\nI've fought hard and I'm blessed\nBut my thoughts make me think I'm depressed\nI'm depressed\n(I'm depressed)\nI'm so depressed\nSo leave me alone\nI won't pick up the phone\nLet me be in my zone\nYou broke my bones\nWith all the stones\nThats what you condone\nCondone\n[Chorus]\nLet's waste the day away\nYou hear me when i say i never knew the feeling of being loved by you\nSo wait, i know its getting late, now i can't concentrate\nYour touch it takes my breath so away so stay\n\n[Bridge]\nAll this nicotine\nIts fucking killing me\nBut it's right there by my side\nWhen I'm feeling dead again\n\n[Verse 2: AkiraDoves]\nYou take my breath away\nFeeling all this pain\nI know I can't compare\nYou help me with my lungs\nI thought everything would be fine\nLiving happily ever after\nRemember all those times we spent together\nNo longer forever\nAnd life is ending with the best chapter\nCome home come over\nSitting in my room I'm a loner\nI'm a loner\nYou take my breath away\nFeeling all this pain\nI know I can't compare\nYou help me with my lungs\n[Pre-Chorus]\nYou help me with my lungs\nI sit inside my room\nCause I smoke too much\n\n[Chorus]\nLet's waste the day away\nYou hear me when i say i never knew the feeling of being loved by you\nSo wait, i know its getting late, now i can't concentrate\nYour touch it takes my breath so away so stay\n\n[Outro]\nAll I do is sit in my room\nWaste the fucking days away\nUntil eventually I feel something again\nAt this point I'm depressed I'm fucking lonely\nI'm fucking worthless and I fucking hate this fucking life that I live\nEven though I have more than anybody else could want\nI still feel depressed I still feel fucked\nI don't know why I'm sorry\nI'm sorry I couldn't be who you fucking wanted",7916321
800 db apology produced by my goofy ahh uncle,pop,HVNDRED,2022,https://images.genius.com/f152de9a990238049daf617a6c1b970f.500x500x1.jpg,1286,"[Verse]\nShe eat me up like it's Beni-bachi\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nA-T-E, she eat me up (sorry 'bout that)\nATV, way she ridin' on\nBend the bitch over in Calabasas (yeah)\nTryna be slow now\nBitch, I'ma sip on the Wock' or the Tris (yeah)\nShe said she feel it now, I don't even feel at all\nBitch, I be high on these drugs every day of my life\nI don't know at all if I should quit or not\n[Pre-Drop]\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nShe eat me up like it's Beni-bachi\n\n[Drop]\nBeni-bachi\nLadies, I wanna see you\nWoah, stop, booty bounce to this\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\nSorry 'bout that\n[Outro]\nThis is a- Goofy Ahh Uncle Production",7916326
Bliss,rb,Snakehips,2013,https://images.genius.com/ea60b7a38fadd25d54b590345dcafeb8.500x500x1.jpg,54,"[Intro]\nTouch me, baby\nIt feels so amazing (Yeah-Yeah)\nAs you stimulate me\nAnd you make me want you more and more\nTouch me, baby\nIt feels so amazing (Yeah-Yeah)\nAs you stimulate me\nAnd you make me want you more and more\n\n[Verse 1]\nWhat do I do, what do I say?\nDoes it feel good, to you this way?\nI wanna be, all that you need\nBoy, what's your fantasy?\nBetter hold on, ready or not\nBaby, my love ain't gonna stop\nTake it down low, make me get high\n[Verse 2]\nBaby, don't you rush me, no\nYou gotta take it slow\nJust let the feeling grow\nUntil it overflows\nAnyway you want it now\nJust gotta tell me how\nTo give you everything\nYou've even dared to—\nBaby, don't you rush mе, no\nYou gotta take it slow\nJust let the feeling grow\nUntil it ovеrflows\nAnyway you want it now\nJust gotta tell me how\nTo give you everything\nYou've even dared to dream\n\n[Verse 1]\nWhat do I do, what do I say?\nDoes it feel good, to you this way?\nI wanna be, all that you need\nBoy, what's your fantasy?\nBetter hold on, ready or not\nBaby, my love ain't gonna stop\nTake it down low, make me get high\n[Verse 4]\nSo gimme some pure (Gimme some pure)\nDelectable love (Delectable love)\nLike I'm gonna give to you (I'm gonna give it to you)\nKeep coming around (Keep coming around)\n'Cause I won't run out ('Cause I won't run out)\nI can't get enough of you, my love goes on\n\n[Hook]\nSee all my love's for you (Oh)\nYou baby, you baby, you baby my (Come do it sometime)\nYou baby, you baby, you baby my\n\n[Outro]\nMy love goes\nMy love goes\nMy love goes (My love goes)\nMy love goes\nMy love goes\nMy love goes (My love goes)\nFor you\nAh (My love goes)\nBaby, it's all for you",7916359
Letter to the Opps,rap,Bouff,2022,https://images.genius.com/ed787344a3c9c3c27c507fb3fff50b48.1000x1000x1.png,55,"(Bouff on da beat again)\nThey said Bouff can't do drill you feel me? So I had to get bacc on this shit you know?\nBitch ass niggas (Checc it)\nGang (Let's go)\n\nHeard the Opp Blocc talkin' so we came thru then we dipped and dashed\nMy man dont do no talkin', fucc that shit we dont do chit chat\nIf a man talk down, we up him\nCasket closed, man ah change the topic\nIm the man, main topic of discussion\nOpps stay mad, they can't change up the subject\nMan ah walk down dripped in Gucci, stay with the FN just like Lucci\nMy bro on the left throw B's, my cro on the right throw C's\nMy bitch got triple new D's, dont call my phone its on DND\nTell her I ain't got no time quit ring my line, feel like LB Spliffs\nStepped in with my G's in the Bando, shoes got G's and G's\nAll my Opps wear Jesus Pieces\nTreat em like Reese how we leave em in pieces\nTreat dem man like a skii trip\nSee em on the roads then we get to Stomping\nWhat you think that the Skeng is for?\nName a price that we can't afford\nBig gun make you bend like Beckham\nHand out shots like my name was Rashford\nMy bro doing plays in the Jailhouse\nOther one doing plays up in Pheonix\nI got peng ting's sending me nudes on snap\nBad chicc's wanna fucc with the gang\nYeo bacc in the day never talk to the man\nBut nowadays gyal catch flight for the man\nFree all my dawgs thats locc'd in the cage\nMan like shhh got caught with a ratch but its calm\nCuz you know that he came bacc out\nDem man said that they can't be fazed\nSo we did like Tay, came bacc with K's\nWhen they seen 4 man hopping out of the 4x4 (.44)\nDem man did The Race\n\nHeard the Opp Blocc talkin' so we came thru then we dipped and dashed\nMy man dont do no talkin', fucc that shit we dont do chit chat\nIf a man talk down, we up him\nCasket closed, man ah change the topic\nIm the man, main topic of discussion\nOpps stay mad, they can't change up the subject\nMan ah walk down dripped in Gucci, stay with the FN just like Lucci\nMy bro on the left throw B's, my cro on the right throw C's\nMy bitch got triple new D's, dont call my phone its on DND\nTell her I ain't got no time quit ring my line, feel like LB Spliffs\n(Murder on my mind, I see it everyday) x3\n(I see it everyday) x2",7916360
End of the Show - The Amazing Race,rock,Holderness Family,2022,https://assets.genius.com/images/default_cover_image.png?1679070161,187,"[Verse 1: Penn Holderness]\nThat's great, it starts with a cell phone\nIt's a Phil video\nSays to London off we go\nSay goodbye to the kids, do you know how sad it is?\nFly to London\nWhen we're there, race to Trafalgar Square\nWeird guy in a phone booth telling us we're racing to Buckingham Palace\nYay! That's about a mile away\nWent into a gallery, a puzzle there for Kim and me\nWe got done and we said whee\nWe went off to meet the Queen\nRan into a museum with a giant whale skeleton\nWe finished fourth\nSecond leg I had to find a clue, there it is\nLook at that, oh wait, I am overthinking it\nTalked myself into the fact that it was not a clue\nEven though it was a clue and then four teams passed me\nI was pretty bummed out, Kim was really nice to me\nFinished fifth place but we still had to race\nOn a train for 8 hours, here's our room\n""There's a shower?""\nWe rode all night\n[Chorus: Penn Holderness]\nIt's the end of the show and we know it\nDid we win a million bucks or did we blow it?\nHere's leg three in Scotland where they show us wearing kilts most of the time\n\n[Verse 2: Penn Holderness]\nKim played a bagpipe really fast\nShe got it right\nThen we sang a Scottish song\nFirst time we got it wrong\nAced it on our second try\nWore a kilt and had to fly to these pretty cloisters\nGuess what, we finished first!\nConfidence, we had plenty\nBut this was in 2020\nWatch Corona crush our race\nUh oh, this means global fear, outta here\nRace is off for a year\nSit at home and sit at home and sit at home until\nLate in 2021 we flew back to get it done\nSwitzerland restart\nSeven teams took part in the\n\n[Chorus: Penn Holderness]\nEnd of the show, we have done it\nIt took almost two years for us to run it\nIn leg four, on a mountain\nWe would run it on a tiny rope line\n[Verse 3: Penn Holderness, Kim Holderness]\nIn the Alps it was pretty\nI spent all my time sprinting\nHad to do a flag dance, it was hard\nWe missed our chance\nDusty, Ryan finished first\nWe were second, not the worst\nLeg 5 we won't forget, Kim would jump without a net\n""Oh my God, she did it! Yes! You're such a badass!""\nShe would overcome her fear, I would be consumed with tears\nAfter that crazy scare, had to climb a thousand stairs\nFinished third, that was wonky\nCorsica, led a donkey down a hill into a truck\nOther teams, they were stuck\nMan, this is a crazy ride\nDown a freaking rock slide\nDuring this I looked cool\nKnow when I did not look cool?\nAlmost at the finish line, so far from suburbia\nSeemed like the perfect time for me to get a hernia\n""I just got a hernia.""\n""Honey, you did?""\n""I just got a hernia.""\n""Honey, honey, we're turning.""\nKim just kept paddling\nI just pushed that muscle thing back inside\n[Chorus: Penn Holderness]\nIt's the end of the show, we have done it\nTook us almost two years just to run it\nThis is leg six, and oh look, yeah, we won it!\nBut it's maggots time\n""Oh, is that bugs?""\n""Yup!""\n\n[Verse 4: Penn Holderness, Kim Holderness, Raquel Moore]\nWe went camping by a creek\nShe grabbed my butt\n""Full cheek.""\nSat by a fire too, got to know the whole crew\nLeg seven, we ate maggots\nIn the end I was gaggin'\nFound some fish and memorized 'em\nRyan, Dusty capsizing\nFix a net, who is fastest?\n""Activate nerd glasses.""\nYeah, I look like a nerd, but who cares?\nWe finished first!\nHyperfocus helped me cause I have ADHD\nSo we finished first in Greece\n""Do not talk to the priest.""\nLulu, Lala finished last\nWe love them, we were sad\nBut one thing was must-see, Raquel eating souvlaki\n""I look like an animal. I'm a savage.""\nAnd now the teams are down to four\nHad no clue what was in store\nIt looked like a giant clock\nIt had 5,000 rocks\nOnly four coins in there, she's pulling out all her hair\nThey're all crying cause it sucked\n""Just plain dumb luck.""\nRaquel found it, got the jump\nFinished first, they were pumped\nCuts and bruises, we need showers\nDusty took four hours\nBut after frustration, it was non-elimination, right? (Woo)\n\n[Chorus: Penn Holderness]\nIt's the end of the show and we know it\nDid we win a million bucks or did we blow it?\nGo to Portugal next, then we're going to the finish line\n\n[Verse 5: Penn Holderness]\nLeg 10, morning breezes\nWow, that is a giant Jesus\nGet into a car and go\nFind a flag, row a boat\nIt's another roadblock Kim just completely rocked\nShe got back to shore first\nThen we paint, I'm the worst at painting!\nOh well, passed by Cayla and Raquel\nWent to a monastery\nCount the arches, I can't see!\nKnowing that I had to hurry, but those arches, really blurry!\nSeven times I had to run\nCayla got it on guess one\nGirls are in the final three with Ryan, Dusty, Kim and me\nIt all ends back in LA\nThis would be a bonkers day\nStarted with a cryptic clue, didn't know what to do\nKim found out minutes later, it was on the elevator!\nWe got out of there first\nBut pinatas were the worst\nBroke so many, I was wiped\nSadly none of them were right\nGirls are first\nNow what's next?\nRe-creating sound effects\nThat was fun, but when we're done\nGirls were team number one\nFeel like we would come up short\nWe got to a tennis court\nTesting all our memory from all the things we've done and seen\nKinda knew that this was last\nBut we took notes, so we were fast\nRaquel, Cayla almost done!\nThey had all of them but one!\nWe felt pretty good because we lined them up and asked the judge\nThen, at last she yelled ""Game, set, match!""\nRunning down the tunnel\nAnd then running through the fog into the finish line!\n\n[Chorus: Penn Holderness]\nIt's the end of the show and we won it!\nIt's the end of the show and we won it!\nWe have no freaking clue how we've done it (I get to go see my kids)\nBut it's party time!",7916396
WhO tHe maN nOw,rap,Unkle Adams,2022,https://images.genius.com/b0022634ff74d4241355884dc77bdf1e.1000x1000x1.jpg,181,"[Intro]\nYou know it's me without me saying it, but still, I must confess\n\n[Chorus]\nI'm the man now (Oh yes!)\nWho the man now? (Take a good guess, ay)\nWho the man now? (Right here in the flesh, okay!)\nYou know it's me without me saying it, but still, I must confess\n(Ah-ah-ah) I'm the man now (Oh yes!)\n\n[Verse 1]\nI bet you heard a few rumours\nBut did you check if they were true first? (Nah!)\nLife's hard being trooper (Yeah, yeah, yeah)\nStep with it and maneuver\nBeen on the grind, I do work (I do it-do it!)\nI am one with the universe\nYa'll be rapping like it's still the 2000's\nThen you wonder why you're at the bottom of the mountain\n(Come on!)\n[Chorus]\nWho the man now? (Take a good guess)\nWho the man now? (Right here in the flesh!)\nYou know it's me without me saying it, but still, I must confess\nI'm the man now (Oh yes!)\n(I'm the man!)\n\n[Verse 2]\nOn-time, clockwork (Tick-tock)\nCaught every drop, a hot verse\nElevate, helicopter\nViewpoint, clouds to the [?]\nThey don't believe I'm real like flying saucers\nI'm just tryna live; I don't want no problems (None!)\nI can flip a thought quicker than a bratwurst\nKnow your Dad's grill; I build skill, you got worse\n\n[Chorus]\nWho the man now? (Take a good guess, ay)\nWho the man now? (Right here in the flesh, okay!)\nYou know it's me without me saying it, but still, I must confess\nI'm the man now (Oh yes, yes!)\n\n[Verse 3]\nThey be putting all their money into watches (Flossin')\nI put my money in investments and watch it (I watch it)\nJay-Z fanboy, hybrid android\nBattling the dark side like Dan Hartford\nHyper-pop rap boys, they don't know what hit 'em\nI am number 1; let the rest get a ribbon\nIt's been a minute, but I'm right back in it (I got this)\nSee the job through until the whole things finished\n[Chorus]\nWho the man now? (Take a good guess, Unkle)\nWho the man now? (Right here in the flesh!)\nYou know it's me without me saying it, but still, I must confess\nI'm the man now (Oh yes!)",7916402
Loser smiles,pop,Mo Dotti,2022,https://images.genius.com/afebc053069f365d22ae6ed653e91599.700x700x1.jpg,61,Felt you loser smile\nSoaked in your gloom and I feel bruised\nWhat if\nYou don't love me?\nAnd you're gone\nFar away\nI'm failing all the time at everything\nAnd then\nYou'll never think of me again\nYour love hopeless and tough breathless I'm stuck\nHoping for the worst the end is near\nHiding in your room\nHave you been forgotten? (Paranoid)\nYou'll never be the same\nI felt your kiss in my sleep\nIt's hurting more the next day\nI rest my head at your feet\nDon't know how good is really real\nI'm jumping up and down again\nYou cannot feel\nYour love hopеless and tough breathless I'm stuck,7916406
Its Up,rb,Sisqó,2022,https://images.genius.com/644d7863764e034998c9bf29b6c4052a.600x600x1.jpg,192,"[Intro]\nIt's up (It's up, it's up, it's up, it's up) , it's up\nIt's up (It's up, it's up, it's up, it's up) , it's up (Yeah)\n\n[Verse 1]\nLook at the roof (It's up)\nThe roof is on fire (It's up)\nI'm from the home (It's up)\nThe home of The Wire (It's up)\n\n[Refrain]\nAin't nobody out but the freaks at night\nMoving to the rhythm, dancing under the lights\nI feel electric (It's up)\nAnd it's taking me higher (It's up)\n[Chorus]\nWoah, oh, oh, oh\nIt must be a dream, 'cause I keep havin' these thoughts\nOf you wakin' me up\nEvery move that I make, it beats down in my heart\nLook, you created a monster, oh\n\n[Post-Chorus]\nIt's up (It's up), it's up (It's up)\nIt's up (It's up), it's up (It's up)\n\n[Verse 2]\nHold up (It's up)\nHold up, wait a minute (It's up)\nNo, I'm not done, nope\nAnd no, I'm not finished (It's up), oh-oh-oh\n\n[Refrain]\nAin't nobody out but the freaks at night\nMoving to the rhythm, dancing under the lights\nNow let's go crazy, yeah (It's up)\nUntil we start trending (It's up)\n\n[Chorus]\nWoah, oh, oh, oh\nIt must be a dream, 'cause I keep havin' these thoughts\nOf you wakin' me up\nEvery move that I make, it beats down in my heart\nLook, you created a monster, oh\n[Post-Chorus]\nIt's up, it's up\nIt's up, it's up\nIt's up, it's up\nIt's up, it's up\n\n[Outro]\nWoah, oh, oh\nIt must be a dream, 'cause I keep havin' these thoughts\nOf you wakin' me up\nEvery move that I make, it beats down in my heart\nLook, you created a monster, oh",7916413
Bullet Farm,rock,Dead Pony,2022,https://images.genius.com/71d32a98b60daa1d6f615a556602fa42.500x500x1.jpg,383,"[Verse 1]\nGonna get myself in trouble\nA reason to know me\nYou wonder why my eyes are double\nLooking at TV screens\nAll of my friends are dumb and they know\nWhen we go outside we [?]\nWhen I think I'm feeling lonely\nI like to call you up\nLook at my lips and listen closely\nI've got no time for love\nAll of my friends are dumb and they know\nWhen we go outside we [?]\n[Chorus]\nYou were falling out of place and I wanna get back to ya\nWhat I'm feeling's not natural\n(You call me crazy but I really know that I'm nice)\nBaby get another face 'cause you're looking like Dracula\nMy neck's looking spectacular\n(You call me crazy but I really know what I like)\n\n[Verse 2]\nI won't go walking in the daytime\nI won't be making scars\nBut if you get too close to me, yeah\nI'm sure to break your heart\nIt's a dark day when you're not around\nWhen I go outside, I don't make a sound\n\n[Chorus]\nYou were falling out of place and I wanna get back to ya\nWhat I'm feeling's not natural\n(You call me crazy but I really know that I'm nice)\nBaby get another face 'cause you're looking like Dracula\nMy neck's looking spectacular\n(You call me crazy but I really know what I like)\n\n[Chorus]\nYou were falling out of place and I wanna get back to ya\nWhat I'm feeling's not natural\n(You call me crazy but I really know that I'm nice)\nBaby get another face 'cause you're looking like Dracula\nMy neck's looking spectacular\n(You call me crazy but I really know what I like)",7916422
Keys to the Kingdom,rb,Sweet Taboo,2022,https://images.genius.com/c2c5db6a09231ed12e079894c252f3fe.1000x1000x1.png,844,"[Chorus]\nI'll give you the keys to the kingdom\nOpen up the gates, rum-pum-pum-pum-pum\nPut you in a whole new position\nCan you get it done, do-do-done, done, done?\nLove me like, love me like\nLike it's the last night of your life\nLove me like, love me like\nLike it's the last night, night, night\n\n[Verse 1]\nI could be the queen of your heart tonight\nIf you play your cards right, yeah\nBring your A game, bring your appetite\nI'll only take a small bite (yeah)\nI never let anyone inside\nWho wasn't really worthy of me\nBut you about to get more than an invite\nGonna have to leave early\n[Pre-Chorus]\nI'ma tell you what to do, baby, put it in dri-i-ive\n\n[Chorus]\nI'll give you the keys to the kingdom\nOpen up the gates, rum-pum-pum-pum-pum\nPut you in a whole new position\nCan you get it done, do-do-done, done, done?\nLove me like, love me like\nLike it's the last night of your life\nLove me like, love me like\nLike it's the last night, night, night\n\n[Verse 2]\nBoy, you know I'm bad\nAnd you better call me royalty\nI need your time, your respect, and some loyalty\nI'm a Cali girl and I'm coming with that energy\nKnow you want the key, can you handle me?\nGot you hypnotized when I move this thang\nI'mma bounce it back like a boomerang\nSabe lo que quiero, he be on the way\nHittin' all the spots, you gon' make me say\n""Lil' baddie coming from the 'Dino\nVen aquí, papi, go on, dimelo\nDespacito, boy, you know, I like it slow\nTurn the lights off, I'm in control""\n[Pre-Chorus]\nI'ma tell you what to do, baby, put it in dri-i-ive\n\n[Chorus]\nI'll give you the keys to the kingdom\nOpen up the gates, rum-pum-pum-pum-pum\nPut you in a whole new position\nCan you get it done, do-do-done, done, done?\nLove me like, love me like\nLike it's the last night of your life\nLove me like, love me like\nLike it's the last night, night, night\n\n[Bridge]\nTell you what to do, baby, put it in dri-ive\nOops, when I pull up, I got them like, ""Ooh""\nTell you what to do, baby, put it in dri-ive\nBack up into it, freak up on you\nTell you what to do, baby, put it in dri-ive\nYou stirring up the vibe 'cause my body is the recipe\nTell you what to do, baby, put it in dri-ive\nTurning up the heat and you sweating from this chemistry\n\n[Bridge]\nTócame, tócame, no te vayas a detener\nTócame, tócame, toda la noche, noche\n[Chorus]\nI'll give you the keys to the kingdom\nOpen up the gates, rum-pum-pum-pum-pum\nPut you in a whole new position\nCan you get it done, do-do-done, done, done?\nLove me like, love me like\nLike it's the last night of your life\nLove me like, love me like\nLike it's the last night, night, night",7916427
Natalie,rb,Ada LeAnn,2022,https://images.genius.com/1e631cdb4a5aa4e92314492a76ff0b45.600x600x1.jpg,1175,"[Verse 1]\nDear Natalie\nLet me guess, he's still mad at me\nProbably saying that I lied\nThat I'm crazy, I'm off the deep end\nBut did you ever think maybe\nHe seemed a little too shady?\n\n[Chorus]\n'Cause he said, ""Forever, I'm yours""\nBut he probably said it to me and to you and to her\nIt started off so good, with every word, he swore he wouldn't\nBut I was never the only one\nAnd I'm sure I could never be Natalie\n[Verse 2]\nOwen told me\nDo you still wear that dress hе likes?\nThe one you worе on that Friday night\nWhen you were talking, I was watching\nAnd crying in the corner\nBut it didn't matter (It didn't matter)\n\n[Chorus]\n'Cause he said, ""Forever, I'm yours""\nBut he probably said it to me and to you and to her\nIt started off so good, with every word, he swore he wouldn't\nBut I was never the only one\nAnd I'm sure I could never be Natalie\n\n[Bridge]\nOh, Natalie\nI still lie awake from his apathy\nHow he dared to have the audacity\nTo hold my hand while wrecking your plans\nBut did you ever think maybe\nI'm not the girl that he made me?\n\n[Chorus]\n'Cause he said, ""Forever, I'm yours""\nBut he probably said it to me and to you and to her\nIt started off so good, with every word, he swore he wouldn't\nBut I was never the only one\nAnd I'm sure I could never be Natalie\n[Outro]\nNo, I could never be",7916429
